timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-17T10:52:32,hackathon_xgboost,20551397-ec03-4995-8db7-c8cf91cedeba,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.3770815000025323,3.498669017843902e-07,1.471833850812509e-07,2.012096256,0.0,10.0,1.0486424731016779e-06,0.0,5.1946327777841365e-06,6.243275250885814e-06,0.0,France,FRA,île-de-france,,,Windows-10-10.0.19045-SP0,3.13.2,3.2.3,4,Intel(R) Core(TM) i5-7300U CPU @ 2.60GHz,,,2.5072,48.6466,15.878131866455078,machine,0,0,0,0,N,1.0,0.0
